FECHA DE CREACION,AUTOR,TEXTO,ANÁLISIS DE SENTIMIENTOS,POSITIVOS,NEGATIVOS,NEUTROS
Tue May 26 17:39:33 +0000 2020,Vision TV, Pais En Quito el pico de contagio ocurrio entre el 26 y el 30 de abril Asi lo aseguro el ministro de Salud JuanCarlosZevallos en la sesion virtual del Concejo Metropolitano donde hizo una exposicion de lo que a su criterio pasa en la capital con el coronavirus ,-1,,1,
Tue May 26 17:35:40 +0000 2020,Ecuavisa Noticias,ATENCION Coronavirus en Ecuador asi hacen frente al coronavirus los indigenas de la Amazonia y como se preparan para una postpandemia de hambre desempleo y trueque ,-1,,1,
Tue May 26 17:33:16 +0000 2020,multimpactos radio,37 656 casos confirmados de coronavirus en Ecuador ,-1,,1,
Tue May 26 17:31:19 +0000 2020,Teleamazonas,Ecuador registra 3221 muertos por coronavirus y 2055 fallecidos probables por COVID 19 gt ,-1,,1,
Tue May 26 17:25:41 +0000 2020,Diario Expreso,Los casos confirmados de coronavirus en Ecuador suman 37 656 segun el reciente informe del Ministerio de Salud Publica La institucion sanitaria tambien registra 3 221 decesos a nivel nacional ,-1,,1,
Tue May 26 17:25:28 +0000 2020,Diario Peru21,LATAM Airlines anuncio el martes que la compania y sus filiales en Chile Peru Colombia Ecuador y Estados Unidos han solicitado acogerse al capitulo 11 de la ley estadounidense de quiebras Mas detalles Dia72 ,-1,,1,
Tue May 26 17:25:01 +0000 2020,KCH FM Radio,Actualizacion de cifras de coronavirus en Ecuador Mas detalles ,0,,,1
Tue May 26 17:19:47 +0000 2020,Pichincha Comunicaciones, UltimaHora Se registran 37656 casos confirmados de coronavirus en Ecuador ,0,,,1
Tue May 26 17:16:24 +0000 2020,Metro Ecuador, MetroNoticias Actualizacion de contagios y muertes por COVID19 en Ecuador ,-1,,1,
Tue May 26 17:14:19 +0000 2020,OeL Fernandez,Rompieron la cuarentena para protestar contra Lenin Moreno Hubo manifestaciones en varias ciudades incluida Guayaquil el epicentro de la crisissanitaria de Ecuador por coronavirus Ver NOTICIAS ECUADOR 26 DE MAYO 2020 ULTIMA HORA EnVivo en YouTube ,-1,,1,
Tue May 26 17:14:05 +0000 2020,Teleamazonas, ATENCION Aumentan los casos confirmados de coronavirus en Ecuador gt ,0,,,1
Tue May 26 17:11:38 +0000 2020,Dr Nick,Ecuador protestas por medidas del gobierno en medio de la pandemia ,-1,,1,
Tue May 26 17:09:49 +0000 2020,oscar munoz, LATAM filiales Chile Peru Ecuador y Colombia entraron en reorganizacion voluntaria por capitulo 11 en los EE UU y llamo a concurso de acreedores por el coronavirus Los socios en Brasil Paraguay y Argentina no serian por ahora parte del caso ,1,1,,
Tue May 26 17:08:36 +0000 2020,Patricia Armijo, ACTUALIZACION l Estas son las cifras en torno al coronavirus en Ecuador 37656 confirmados 3221 fallecidos Covid 19 2055 fallecidos probable coronavirus 3560 recuperados 3981 alta hospitalaria 10606 alta epidemiologica Via ,0,,,1
Tue May 26 17:08:16 +0000 2020,Publica FM, PublicaNoticias Segun los ultimos datos del Ministerio de Salud Ecuador registra 37 355 casos confirmados de coronavirus Escuchanos en 105 3FM y para el desarrollo de la informacion ,0,,,1
Tue May 26 17:04:11 +0000 2020,Hernandez Alpizar, LaNuevaMortalidad Letalidad de Covid en Mexico 10 7 Brasil 6 3 Peru 2 9 Ecuador 8 6 Chile 1 0 Colombia 3 4 U Johs Hopkis ,-1,,1,
Tue May 26 17:00:58 +0000 2020,Dresky Ortiz Noriega,Ya las personas no saben que es peor si morir por la pandemia o morir de hambre Vea las manifestaciones en Ecuador ,-1,,1,
Tue May 26 16:58:59 +0000 2020,NoticiasMundiOnline (Oel Fernandez),Rompieron la cuarentena para protestar contra Lenin Moreno Hubo manifestaciones en varias ciudades incluida Guayaquil el epicentro de la crisissanitaria de Ecuador por coronavirus NOTICIAS ECUADOR 26 DE MAYO 2020 ULTIMA HORA EnVivo via YouTube,-1,,1,
Tue May 26 16:58:33 +0000 2020,La Otra Version(tm),Coronavirus en Ecuador asi hacen frente al coronavirus los indigenas de la Amazonia y como se preparan para una postpandemia de hambre desempleo y trueque Las nacionalidades indigenas de la Amazonia una de las regiones mas pobres de Ecuador han ,-1,,1,
Tue May 26 16:54:35 +0000 2020,Fundacion.mjc,Recibiendo la ayuda de la empresa privada en los patios de logisgalap ayudasocial kitsalimenticios quedateencasa donaciones emergencia coronavirus covid19 ecuador fundacionmariajosecubillo duran guayaquil ,1,1,,
Tue May 26 16:52:26 +0000 2020,Inma,montycalas Si no perjudica la sangre el dioxido de carbono se puede inyectar o no Porque en Ecuador lo estan haciendo con medicos enfermos de coronavirus y estan vivos y recuperados ,1,1,,
Tue May 26 16:49:18 +0000 2020,El Universo,Coronavirus La regla 10 4 es aplicable en Ecuador para la reactivacion economica ,1,1,,
Tue May 26 16:45:21 +0000 2020,Manavision Canal 9, MUNDO Muere bebe en R Dominicana tras ingerir sangre de tortuga contra coronavirus ,-1,,1,
Tue May 26 16:32:00 +0000 2020,Gobierno de Mujeres, VuelosComerciales La mayor aerolinea de Latinoamerica se declara en quiebra por los efectos del coronavirus La aerolinea Latam la mayor de Latinoamerica se ha declarado en bancarrota en su pais de origen Chile asi como en Peru Colombia Ecuador y Estados Unidos GM ,-1,,1,
Tue May 26 16:26:38 +0000 2020,Maria Trinidad Herna, PERIODISTAS INVES TIGAN EL USO DE HIDROXIDO DE CLORO EN CURA DEL CORONAVIRUS Y OTRAS ENFERMEDADES EN ECUADOR Y OBTIENEN MAGNIFICOS TESTIMONIOS EL PRESIDENTE TRUMP DE EEUU FUE EL ,1,1,,
Tue May 26 16:20:51 +0000 2020,A Aguilar, 70Dias de Cuarentena en Guayaquil Ecuador muchas personas aun no saben que es tu propio sistema inmunologico el que actua en tu contra cuando el coronavirus ingresa en tu organismo Covid19 Quito LockdownEcuador Estamos en semaforoamarillo y sin distanciamiento en buses,-1,,1,
Tue May 26 16:15:56 +0000 2020,Alfredo Aragon T,Usen Cubrebocas ,0,,,1
Tue May 26 16:11:51 +0000 2020,albert,tctelevision Aqui en Ecuador el Presidente contagia y mata a su gente con Coronavirus contagiando y despidiendo medicos no les da protecciones al personal de salud quitando el dinero para salud y luego saca un video diciendo que todos tendran un entierro digno ,-1,,1,
Tue May 26 16:07:07 +0000 2020,El Intransigente America, AMERICA Ecuador desafia al coronavirus y protesta contra Lenin ,-1,,1,
Tue May 26 16:01:03 +0000 2020,Manavision Canal 9, WhatsApp ha lanzado hoy la version en espanol del chatbot creado por la Red Internacional de Verificacion de Datos IFCN que permite comprobar si una informacion sobre el coronavirus ha sido catalogada como falsa ,1,1,,
Tue May 26 15:59:31 +0000 2020,Esteban Villamar, ElPlantonDelContagio de coronavirus en Ecuador asi sera recordado lo de ayer Y de rebote mas pretextos para que el alcalde siga en rojo en Quito mientras su economia se sigue yendo para abajo Despues por que hay tanto desempleo en la capital Aqui la simple respuesta ,-1,,1,
Tue May 26 15:47:05 +0000 2020,Antonio, Emelec es tendencia en Ecuador que paso hubo otro caso de corrupcion o verguenza internacional QuedateEnCasa coronavirus Quito Guayaquil,-1,,1,
Tue May 26 15:44:25 +0000 2020,Primicias,En la Amazonia hay cinco cantones en los que la curva no se aplana Estan ubicados en las provincias de Napo Orellana Pastaza y Zamora Chinchipe COVID19 ,0,,,1
Tue May 26 15:38:25 +0000 2020,Rafael Grullon,Ecuatorianos se lanzan a las calles Coronavirus Ecuador protesta contra recortes en medio de una pandemia via YouTube,-1,,1,
Tue May 26 15:34:46 +0000 2020,Francisco Stereo Oficial, CORONAVIRUS ECUADOR El valor de la carrera minima en los taxis de Quito sera de USD 1 y reemplazara el valor de USD 1 45 que se cobra actualmente en la jornada matutina y vespertina El nuevo precio regira desde el dia en que la ciudad cambie de semaforo de rojo a amarillo ,0,,,1
Tue May 26 15:33:11 +0000 2020,Adrian Muracciole, Coronavirus Contagios desde el inicio de la Pandemia en los Paises de Argentina Brasil Chile y Ecuador QuedateEnCasa ArgentinaUnida ,0,,,1
Tue May 26 15:30:52 +0000 2020,Miguel Leon,Referente a Costa Rica Es real que el virus y las parejas del mismo sexo existen El matrimonio igualitario en todo el mundo igual que el coronavirus es usado estrategicamente como una falsa bandera con fines politicos Eres libre para amar El resto es un show Ecuador ,-1,,1,
Tue May 26 15:25:46 +0000 2020,Roger Vasquez,Casi 14 000 contagios por Covid 19 en Guayas Ecuador Noticias teleSUR RespetaLaCuarentena VencedorMRT ,-1,,1,
Tue May 26 15:24:00 +0000 2020,Diario Trome,Latam se declara en quiebra en Estados Unidos debido a la pandemia del coronavirus ,-1,,1,
Tue May 26 15:23:23 +0000 2020,Efecto Cocuyo, SepaQue Mas de 74 000 personas han sido sancionadas por incumplir el toque de queda en Ecuador que atraviesa por una emergencia sanitaria por el coronavirus que ha contagiado a mas de 37 000 personas informo este 26May el Ministerio de Gobierno ,-1,,1,
Tue May 26 15:21:21 +0000 2020,JCyarelis2019,Ecuador Rechazo a las medidas economicas impuestas por el presidente Lenin Moreno ante una fuerte crisis de liquidez en medio de la pandemia del coronavirus Protestas en Ecuador Si no nos mata el coronavirus nos va a matar el Gobierno ,-1,,1,
Tue May 26 15:15:15 +0000 2020,elespectador,Al igual que Avianca Latam reorganizara sus deudas mientras sigue operando sus vuelos La decision incluye a las filiales en Colombia Chile Peru y Ecuador ,1,1,,
Tue May 26 15:14:38 +0000 2020,germanya bravo,ATENCION Latam anuncio este 26 de mayo que se declara en bancarrota en su pais de origen Chile La medida abarca a las operaciones en Ecuador ,-1,,1,
Tue May 26 15:09:35 +0000 2020,TV4 , Coronavirus La aerolinea LATAM Airlines Group S A se declara en bancarrota en EE UU y sus filiales en Chile Peru Colombia y Ecuador La mayor aerolinea informo que las filiales en Argentina Brasil y Paraguay no estan incluidas en esta solicitud LoViEnTv4 Covid 19 ,-1,,1,
Tue May 26 15:00:08 +0000 2020,Ecucomer, Noticia El Gobierno de Ecuador se unio al llamamiento Remesas en Crisis Link de noticia Economia crisis remesas ecuador gobierno cancilleria pandemia coronavirus covid19 covid 19 ,-1,,1,
Tue May 26 14:58:55 +0000 2020,Caballeros de la Virgen - Ecuador,MISA de HOY en VIVO 26 05 2020 VII Semana de Pascua 10 35 ROSARIO 11 00 SANTA MISA Ecuador MisaEnVivo coronavirus,0,,,1
Tue May 26 14:54:27 +0000 2020,Mundo Actualizate, Ecuador Coronavirus Cuarentena en Quito no iria hasta el 17 de junio Quito PichinchaEl alcalde de Quito Jorge Yunda senalo que hay coincidencia entre empresarios especialistas y autoridades para que en la ,1,1,,
Tue May 26 14:54:08 +0000 2020,Cesar Padron,Con mas de 123 000 casos de coronavirus Peru dice esta en una meseta no plana de contagios Reuters Gobierno Ecuador enfrenta protestas por medidas economicas para enfrentar la pandemia AP Colapsa hospital chileno por falta de camas para uso critico ,-1,,1,
Tue May 26 14:53:30 +0000 2020,CubaSi, Si no nos mata el coronavirus nos va a matar el Gobierno dijo Luis Mendieta dirigente del sindicato de trabajadores de las universidades en Guayaquil ,-1,,1,
Tue May 26 14:53:20 +0000 2020,Sergio y Lupita en el Heraldo Radio 98.5 FM,La aerolinea mas grande de America Latina LATAMAirlines y sus filiales en Chile Peru Colombia Ecuador y Estados Unidos se acogieron al proceso de bancarrota por el impacto economico de la pandemia de Coronavirus ,-1,,1,
Tue May 26 14:52:59 +0000 2020,Manavision Canal 9, CORONAVIRUS El Centro de Atencion Temporal CAT que se adecuo en el coliseo La California en Portoviejo sera solo para pacientes de sexo masculino ,0,,,1
Tue May 26 14:52:55 +0000 2020,Bolivia.com (desde ), Actualidad Internacional La aerolinea Latam Airlines Group SA la mas grande de Latinoamerica se ha declarado en bancarrota en su pais de origen Chile asi como en Peru Colombia Ecuador y Estados Unidos ,-1,,1,
Tue May 26 14:52:43 +0000 2020,GKecuador,En Guayas 12 de sus 25 cantones registran tasas de casos confirmados superiores a los 20 casos por cada 10 mil habitantes y 6 cantones tienen tasas superiores a 30 casos por cada 10 mil habitantes ,0,,,1
Tue May 26 14:52:13 +0000 2020,Fundacion Civismo, Como enfrenta Latinoamerica el coronavirus Esta tabla organiza los paises en orden descendente respecto a la variable muertes x millon de habitantes El pais con la peor cifra 182 es Ecuador Los datos de Venezuela son proporcionados por la tirania por lo tanto falsos ,-1,,1,
Tue May 26 14:52:00 +0000 2020,teleSUR TV, Ecuador Casi 14 000 contagios por Covid 19 en Guayas El departamento se mantiene como el territorio mas afectado por la pandemia acumulando el 48 7 por ciento del total de contagios ,-1,,1,
Tue May 26 14:46:28 +0000 2020,Alan Xavier Caceres,Por la pandemia de Coronavirus LATAM Airlines se declaro en quiebra en Estados Unidos La decision incluye a las filiales en Colombia Ecuador Peru y Chile Argentina Brasil y Paraguay fueron excluidos de la lista desde que son filiales independientes ,-1,,1,
Tue May 26 14:41:40 +0000 2020,Primicias,En la Costa nueve cantones muestran una tendencia al alza en las provincias de El Oro Esmeraldas Manabi y Santo Domingo COVID19 ,0,,,1
Tue May 26 14:40:00 +0000 2020,La Jornada,Sindicatos y organizaciones sociales salieron a las calles y plazas en varias zonas de Ecuador en rechazo a las medidas economicas impuestas por Lenin Moreno ante una fuerte crisis de liquidez en medio de la pandemia del coronavirus COVID19 ,-1,,1,
Tue May 26 14:35:13 +0000 2020,Diario El Mercurio,Latam se declara en quiebra en cinco paises entre ellos Ecuador por los efectos del coronavirus mercurioec MAS DETALLES ,-1,,1,
Tue May 26 14:32:56 +0000 2020,El Comercio,Una de las companias aereas mas grandes de America Latina se declara en bancarrota en EE UU debido a la drastica caida de la actividad causada por la pandemia Que pasara con los vuelos a Ecuador ,-1,,1,
Tue May 26 14:31:03 +0000 2020,Alberto Ibarrola,Coronavirus en Ecuador Denuncian que ayuda de la ONU se condicionaria al acceso al aborto a traves de aciprensa,-1,,1,
Tue May 26 14:26:54 +0000 2020,Wilmer Ivan, La belleza de la diversidad 7 000 idiomas en el mundo percepciones y descripciones distintas sobre un mismo objeto incluso sobre la temporalidad bbcnews mayo coronavirus Ecuador ,1,1,,
Tue May 26 14:25:00 +0000 2020,Agencia Andina, Aerolinea Latam la mayor de Latinoamerica se ha declarado en bancarrota en su pais de origen Chile asi como en Peru Colombia Ecuador y Estados Unidos ,-1,,1,
Tue May 26 14:21:40 +0000 2020,moteradiopodcast,Como parte de su responsabilidad social Moteradio entregara este miercoles 27 de mayo durante la charla con AgustinEspada mascarillas para evitar el contagio del coronavirus Nos escuchamos desde las 6pm en nuestra pagina de Facebook MoteradioCuenca podcast Ecuador ,1,,1,
Tue May 26 14:17:58 +0000 2020,El Punto,Latam se acoge a la ley de quiebras de Estados Unidos LATAM Airlines anuncio este martes que la compania y sus filiales en Chile Peru Colombia Ecuador y Estados Unidos han solicitado acogerse al capitulo 11 de la ley estadounidense de quiebras ,-1,,1,
Tue May 26 14:00:30 +0000 2020,Periodico desdeabajo,Sindicatos y organizaciones sociales salieron ayer a las calles y plazas en varias zonas de Ecuador en rechazo a las medidas economicas impuestas por el presidente Lenin Moreno ante una fuerte crisis de liquidez en medio de la pandemia del coronavirus ,-1,,1,
Tue May 26 13:57:59 +0000 2020,Noticiero52, Internacionales Ecuatorianos rompieron la cuarentena para protestar contra Lenin Moreno Los manifestantes desafiaron las restricciones de coronavirus para marchar en ciudades de todo Ecuador el lunes en ,-1,,1,
Tue May 26 13:52:54 +0000 2020,Gustavo Cangiano,En Ecuador ya empieza la lucha social pospandemia Contra el ajuste impuesto por el Gobierno con la excusa del coronavirus Quien pagara la crisis El Pueblo o las clases dominantes De eso se trata Nosotros en Argentina lo veremos pronto ,-1,,1,
Tue May 26 13:45:07 +0000 2020,Andres Romero Mier y Teran,moaimx nexosmexico MXvsCORRUPCION Me llama la atencion que no hayan mencionado datos disponibles desde Abril sobre regiones como Lombardia Italia o en Guayas Ecuador donde se observaron diferencias enormes entre los casos oficiales de Covid y el exceso de muertes ,-1,,1,
Tue May 26 13:42:17 +0000 2020,WilkiRedBlog,Coronavirus en Ecuador asi hacen frente al coronavirus los indigenas de la Amazonia y como se preparan para una postpandemia de hambre desempleo y trueque via flipboard,-1,,1,
Tue May 26 13:41:44 +0000 2020,Manavision Canal 9, ACTUALIDAD La aerolinea Latam se declara en quiebra por los efectos del coronavirus ,-1,,1,
Tue May 26 13:32:16 +0000 2020,#Â¿NOMBRE,Latam se declaro en quiebra por la pandemia del coronavirus Los socios en Brasil Paraguay y Argentina no son parte del caso de bancarrota La aerolinea elimino mas de 1 850 empleos en Chile Colombia Ecuador y Peru ,-1,,1,
Tue May 26 13:29:45 +0000 2020,Santo Domingo La Hora,La indignacion de muchos santodominguenos peso mas que el temor al coronavirus quienes ayer protagonizaron una manifestacion Lee la nota completa en LaHoraSD LoQueNecesitasSaber Noticias SantoDomingo Ecuador ,-1,,1,
Tue May 26 13:27:31 +0000 2020,La Republica EC, Y en Ecuador Ingresa en prision exministro de Salud de Bolivia por corrupcion en la compra con sobreprecio en Espana de respiradores para pacientes con coronavirus ,-1,,1,
Tue May 26 13:25:52 +0000 2020,Diario UNO Mendoza,Por la crisis global que genero la pandemia del coronavirus la mayor aerolinea de Latinoamerica se declaro en bancarrota en varios paises QuedateEnCasa EnCasa ,-1,,1,
Tue May 26 13:21:08 +0000 2020,n Virus Chino,Esto refleja lo pobrisimo que es el testing en Ecuador El CDC en Estados Unidos revelo que en promedio la mortalidad del Coronavirus es de 0 4 para menores de 65 es 0 2 para menores de 50 es de 0 05 El coronavirus no es tan letal pero mas contagioso de lo que se pensaba ,-1,,1,
